42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:22:28.0 (2143059)|SYSTEM_MODE_ENTER|false
14:22:28.0 (2163415)|HEAP_ALLOCATE|[4]|Bytes:5
14:22:28.0 (2170639)|STATEMENT_EXECUTE|[3]
14:22:28.0 (2173117)|STATEMENT_EXECUTE|[4]
14:22:28.0 (2313351)|HEAP_ALLOCATE|[4]|Bytes:4
14:22:28.0 (2421334)|VARIABLE_SCOPE_BEGIN|[4]|quotes|List<Quote>|true|false
14:22:28.0 (2443444)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (2472998)|VARIABLE_ASSIGNMENT|[4]|quotes|[]|0xf3ccc31
14:22:28.0 (2482171)|STATEMENT_EXECUTE|[5]
14:22:28.0 (2489033)|VARIABLE_SCOPE_BEGIN|[5]|pfdBase64|String|false|false
14:22:28.0 (2504325)|VARIABLE_ASSIGNMENT|[5]|pfdBase64|null
14:22:28.0 (2511124)|STATEMENT_EXECUTE|[6]
14:22:28.0 (2531550)|VARIABLE_SCOPE_BEGIN|[6]|b|Blob|false|false
14:22:28.0 (2544698)|VARIABLE_ASSIGNMENT|[6]|b|null
14:22:28.0 (2554320)|HEAP_ALLOCATE|[8]|Bytes:22
14:22:28.0 (2575168)|HEAP_ALLOCATE|[8]|Bytes:4
14:22:28.0 (3238874)|SOQL_EXECUTE_BEGIN|[8]|Aggregations:0|SELECT Name FROM Quote
14:22:28.0 (5583448)|SOQL_EXECUTE_END|[8]|Rows:32
14:22:28.0 (5608999)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:132
14:22:28.0 (5761516)|HEAP_ALLOCATE|[8]|Bytes:54
14:22:28.0 (5770327)|HEAP_ALLOCATE|[8]|Bytes:8
14:22:28.0 (5779935)|SYSTEM_METHOD_ENTRY|[7]|QueryLocatorIterator.QueryLocatorIterator()
14:22:28.0 (5784164)|STATEMENT_EXECUTE|[7]
14:22:28.0 (5791152)|SYSTEM_METHOD_EXIT|[7]|QueryLocatorIterator
14:22:28.0 (5798612)|HEAP_ALLOCATE|[8]|Bytes:28
14:22:28.0 (5833089)|HEAP_ALLOCATE|[8]|Bytes:132
14:22:28.0 (5847455)|HEAP_ALLOCATE|[8]|Bytes:8
14:22:28.0 (5851430)|HEAP_ALLOCATE|[8]|Bytes:8
14:22:28.0 (5857026)|VARIABLE_SCOPE_BEGIN|[15]|this|Database.QueryLocatorIterator|true|false
14:22:28.0 (5903157)|VARIABLE_ASSIGNMENT|[15]|this|{}|0x25f6cd6a
14:22:28.0 (5915186)|VARIABLE_SCOPE_BEGIN|[15]|values|List<SObject>|true|false
14:22:28.0 (5930398)|VARIABLE_ASSIGNMENT|[15]|values|"List of size 32 too large to display"|0x1dd149d4
14:22:28.0 (5935839)|VARIABLE_SCOPE_BEGIN|[15]|ql|Database.QueryLocator|true|false
14:22:28.0 (5955992)|VARIABLE_ASSIGNMENT|[15]|ql|{"query":"SELECT Name FROM Quo (2 more) ..."}|0x622697e2
14:22:28.0 (5962280)|VARIABLE_SCOPE_BEGIN|[15]|totalNumRecords|Integer|false|false
14:22:28.0 (5971300)|VARIABLE_ASSIGNMENT|[15]|totalNumRecords|32
14:22:28.0 (5975895)|VARIABLE_SCOPE_BEGIN|[15]|queryMoreSize|Integer|false|false
14:22:28.0 (5982371)|VARIABLE_ASSIGNMENT|[15]|queryMoreSize|49968
14:22:28.0 (6073228)|HEAP_ALLOCATE|[8]|Bytes:28
14:22:28.0 (6095215)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6141516)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6149587)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6219684)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6227916)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6243801)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009lJECAY"}|0x1bbecf7d
14:22:28.0 (6250646)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6252528)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6280572)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6291271)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6308302)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6313347)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6354465)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6360522)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6372834)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009lJYCAY"}|0xcb6ba37
14:22:28.0 (6378301)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6379925)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6385353)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6392700)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6407738)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6412145)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6448583)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6454058)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6464845)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009lJJCAY"}|0x5a79b5c4
14:22:28.0 (6470489)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6471992)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6476880)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6483437)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6497510)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6501898)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6536986)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6542133)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6553172)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009lJOCAY"}|0x54b344a9
14:22:28.0 (6558515)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6560396)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6565012)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6571401)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6585760)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6589920)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6630693)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6636146)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6646649)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009lelCAA"}|0x399bac65
14:22:28.0 (6651614)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6653110)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6657972)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6664678)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6680220)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6686310)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6721836)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6726980)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6736985)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009lemCAA"}|0xc5de63
14:22:28.0 (6742310)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6743821)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6748484)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6754953)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6768861)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6773452)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6807481)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6813139)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6823578)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"first quote","Id":"0Q0f40000009VVICA2"}|0x17058c2a
14:22:28.0 (6828648)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6830283)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6835054)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6841511)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6855480)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6859945)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6894402)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6899697)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6910092)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009e7gCAA"}|0x595d046f
14:22:28.0 (6915255)|STATEMENT_EXECUTE|[8]
14:22:28.0 (6916699)|STATEMENT_EXECUTE|[9]
14:22:28.0 (6921245)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (6927715)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6941680)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (6945780)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6980478)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (6985560)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (6995756)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLKCAY"}|0x3dc173a5
14:22:28.0 (7000939)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7002955)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7007548)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7013852)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7027836)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7032249)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7066065)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7071177)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7081110)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLLCAY"}|0x135984b8
14:22:28.0 (7086456)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7087915)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7092522)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7099416)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7113086)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7117523)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7150790)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7156218)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7165857)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLeCAI"}|0x28862e25
14:22:28.0 (7170834)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7172336)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7176995)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7183679)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7197753)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7202461)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7236197)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7241218)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7250695)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLfCAI"}|0x19492926
14:22:28.0 (7255686)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7257127)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7261706)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7268619)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7283126)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7289187)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7326351)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7331369)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7341626)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kMDCAY"}|0x2f233df1
14:22:28.0 (7346516)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7347945)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7352697)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7359248)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7373004)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7377079)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7411284)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7416213)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7426314)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLtCAI"}|0x700010e9
14:22:28.0 (7431520)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7433162)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7437827)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7444329)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7457764)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7461794)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7496017)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7500889)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7510694)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLuCAI"}|0x69eeffca
14:22:28.0 (7515965)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7517410)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7522024)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7528404)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7542214)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7546341)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7579999)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7584636)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7594384)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLACAY"}|0x393efbc8
14:22:28.0 (7599795)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7601249)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7609540)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7616415)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7630689)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7634888)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7669202)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7673990)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7685741)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kM3CAI"}|0xf4485ab
14:22:28.0 (7690907)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7692640)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7697694)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7704107)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7718240)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7722139)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7756645)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7761532)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7770947)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kMNCAY"}|0x7f334bf2
14:22:28.0 (7775880)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7777367)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7782057)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7788461)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7801996)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7806231)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7840140)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7845044)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7854419)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kMICAY"}|0x61bdfb71
14:22:28.0 (7859595)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7861048)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7865573)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7871679)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7885404)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7889732)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7923715)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (7928599)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (7938099)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kMJCAY"}|0x2f93bc35
14:22:28.0 (7943067)|STATEMENT_EXECUTE|[8]
14:22:28.0 (7944519)|STATEMENT_EXECUTE|[9]
14:22:28.0 (7949160)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (7955658)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7970510)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (7974683)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8008513)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8014000)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8023527)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kKvCAI"}|0x4510db1
14:22:28.0 (8028521)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8029962)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8034565)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8041116)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8055754)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8059958)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8093161)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8098129)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8107637)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kKqCAI"}|0x61d8aa12
14:22:28.0 (8112742)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8114175)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8118706)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8124997)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8139112)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8143236)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8177117)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8181956)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8191789)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kKWCAY"}|0x6fb0b32b
14:22:28.0 (8197042)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8198462)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8203248)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8209685)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8227710)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8231806)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8266361)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8271404)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8281720)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kL0CAI"}|0x5d70d8fc
14:22:28.0 (8286748)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8288266)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8293005)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8299475)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8313660)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8317672)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8358230)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8365666)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8376719)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kLyCAI"}|0x51407a66
14:22:28.0 (8382468)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8384010)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8389375)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8396168)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8410937)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8415123)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8451073)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8455890)|VARIABLE_SCOPE_BEGIN|[8]|q|Quote|true|false
14:22:28.0 (8465988)|VARIABLE_ASSIGNMENT|[8]|q|{"Name":"QUOTE 2","Id":"0Q0f40000009kM8CAI"}|0x756cd266
14:22:28.0 (8470956)|STATEMENT_EXECUTE|[8]
14:22:28.0 (8472393)|STATEMENT_EXECUTE|[9]
14:22:28.0 (8477085)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
14:22:28.0 (8483522)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8497359)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.hasNext()
14:22:28.0 (8501401)|METHOD_ENTRY|[8]||Database.QueryLocatorIterator.next()
14:22:28.0 (8535280)|METHOD_EXIT|[8]||Database.QueryLocatorIterator.next()
